Num,Energy_Window,Energy_Std_Window,Variance,Epoch,Time,Energy,Energy_Std,Energy-Mean,Energy-Std,Cz-Ferro,Cz-Antiferro,Mz2-Ferro,Mz2-Antiferro,Mx-Ferro,Mx-Antiferro,Nz-Ferro,Nz-Antiferro,Net_Overlap,Std_Mean,J1,J2,Length
7,-9.335,0.00699,0.02474,537,17.33089,-9.347,0.02474,-9.34914,0.09906,-0.30667,-0.32133,0.0165,0.0155,0.99671,0.99671,-0.28933,0.28933,0,0.00265,-1,-3.9,4
8,-9.33648,0.00727,0.04357,496,15.8149,-9.34877,0.04357,-9.34364,0.13854,-0.3,-0.30667,0.022,0.02,0.99569,0.99569,-0.282,0.282,0,0.00466,-1,-3.9,4
9,-9.33975,0.00615,0.04444,640,19.34488,-9.34736,0.04444,-9.34753,0.09948,-0.306,-0.326,0.01525,0.01425,0.99615,0.99615,-0.29467,0.29467,0,0.00475,-1,-3.9,4
0,-9.15161,0.00836,0.04293,439,13.4208,-9.16085,0.04293,-9.16901,0.11705,-0.312,-0.30533,0.019,0.02,0.99674,0.99674,-0.288,0.288,0,0.00469,-1,-3.8,4
1,-9.1597,0.00624,0.03304,559,18.39641,-9.16666,0.03304,-9.16969,0.03107,-0.30067,-0.314,0.01825,0.01825,0.99617,0.99617,-0.27467,0.27467,0,0.0036,-1,-3.8,4
2,-9.15649,0.01027,0.04257,463,15.64676,-9.16797,0.04257,-9.1669,0.03882,-0.304,-0.31067,0.0185,0.0185,0.9978,0.9978,-0.28933,0.28933,0,0.00464,-1,-3.8,4
3,-9.15134,0.00873,0.02262,517,15.68942,-9.16205,0.02262,-9.1694,0.11031,-0.296,-0.31333,0.0205,0.0215,0.99473,0.99473,-0.28267,0.28267,0,0.00247,-1,-3.8,4
4,-9.14781,0.00711,0.04048,503,15.89424,-9.15975,0.04048,-9.16594,0.14383,-0.30067,-0.31533,0.01775,0.01775,0.99524,0.99524,-0.28933,0.28933,0,0.00442,-1,-3.8,4
5,-9.1555,0.00792,0.03238,786,24.47388,-9.16579,0.03238,-9.16748,0.03053,-0.3,-0.31467,0.018,0.018,0.99456,0.99456,-0.29333,0.29333,0,0.00353,-1,-3.8,4
6,-9.14984,0.00842,0.03894,552,17.5713,-9.16184,0.03894,-9.16491,0.21061,-0.3,-0.30533,0.021,0.02,0.99362,0.99362,-0.28267,0.28267,0,0.00425,-1,-3.8,4
7,-9.14748,0.00746,0.04254,518,16.69503,-9.15913,0.04254,-9.16639,0.16804,-0.29533,-0.30333,0.02475,0.02575,0.99671,0.99671,-0.274,0.274,0,0.00464,-1,-3.8,4
8,-9.15299,0.00669,0.0389,489,15.83514,-9.16211,0.0389,-9.16502,0.19397,-0.29733,-0.296,0.023,0.023,0.99569,0.99569,-0.27533,0.27533,0,0.00425,-1,-3.8,4
9,-9.15542,0.00785,0.04225,624,19.84856,-9.16465,0.04225,-9.15697,0.15574,-0.29533,-0.302,0.02575,0.02375,0.99615,0.99615,-0.272,0.272,0,0.00461,-1,-3.8,4
0,-8.96804,0.00863,0.02917,439,14.13581,-8.97794,0.02917,-8.9884,0.15412,-0.304,-0.29733,0.023,0.025,0.99674,0.99674,-0.28333,0.28333,0,0.00325,-1,-3.7,4
1,-8.97297,0.00761,0.03649,549,16.93888,-8.98198,0.03649,-8.98102,0.04833,-0.29467,-0.308,0.023,0.023,0.99617,0.99617,-0.26867,0.26867,0,0.00406,-1,-3.7,4
2,-8.97925,0.00746,0.03406,449,13.64386,-8.98221,0.03406,-8.98539,0.1395,-0.292,-0.31067,0.02,0.02,0.9978,0.9978,-0.28733,0.28733,0,0.00379,-1,-3.7,4
3,-8.96755,0.01032,0.04292,510,15.53222,-8.97895,0.04292,-8.98979,0.15923,-0.29667,-0.30733,0.01925,0.02125,0.99473,0.99473,-0.282,0.282,0,0.00478,-1,-3.7,4
4,-8.96472,0.00858,0.03313,491,15.43756,-8.97554,0.03313,-8.97943,0.0962,-0.30467,-0.30067,0.02075,0.01975,0.99524,0.99524,-0.28067,0.28067,0,0.00369,-1,-3.7,4
5,-8.98404,0.00601,0.0403,740,22.25989,-8.98457,0.0403,-8.97944,0.09912,-0.29533,-0.30467,0.02375,0.02275,0.99456,0.99456,-0.28333,0.28333,0,0.00449,-1,-3.7,4
6,-8.97064,0.0085,0.03764,534,16.64527,-8.98188,0.03764,-8.98323,0.13833,-0.30733,-0.31,0.01875,0.01875,0.99362,0.99362,-0.28667,0.28667,0,0.00419,-1,-3.7,4
7,-8.96534,0.00747,0.03763,501,15.68025,-8.97733,0.03763,-8.98664,0.19146,-0.304,-0.31067,0.021,0.023,0.99671,0.99671,-0.27733,0.27733,0,0.00419,-1,-3.7,4
8,-8.97437,0.00777,0.01494,480,14.33736,-8.98257,0.01494,-8.98107,0.09048,-0.296,-0.31733,0.021,0.02,0.99569,0.99569,-0.28667,0.28667,0,0.00166,-1,-3.7,4
9,-8.97091,0.00853,0.0383,620,18.8177,-8.97983,0.0383,-8.97791,0.17592,-0.30867,-0.29933,0.02225,0.02125,0.99615,0.99615,-0.27467,0.27467,0,0.00426,-1,-3.7,4
0,-8.78274,0.00816,0.03938,418,13.08187,-8.79231,0.03938,-8.79905,0.12212,-0.304,-0.308,0.022,0.023,0.99674,0.99674,-0.28,0.28,0,0.00448,-1,-3.6,4
1,-8.79063,0.00695,0.03496,524,15.93082,-8.79877,0.03496,-8.80827,0.13041,-0.312,-0.31067,0.0185,0.0205,0.99617,0.99617,-0.278,0.278,0,0.00397,-1,-3.6,4
2,-8.7976,0.00741,0.02853,459,15.08875,-8.80029,0.02853,-8.80216,0.02843,-0.31267,-0.31533,0.01675,0.01675,0.9978,0.9978,-0.26667,0.26667,0,0.00324,-1,-3.6,4
3,-8.78829,0.0095,0.02426,511,16.71526,-8.79601,0.02426,-8.79737,0.08727,-0.29667,-0.31133,0.01925,0.01825,0.99473,0.99473,-0.28133,0.28133,0,0.00276,-1,-3.6,4
4,-8.78128,0.00877,0.0389,472,14.99274,-8.79266,0.0389,-8.8007,0.16616,-0.29467,-0.29733,0.0235,0.0245,0.99524,0.99524,-0.276,0.276,0,0.00442,-1,-3.6,4
5,-8.80191,0.00506,0.02344,729,23.06555,-8.80145,0.02344,-8.79985,0.19537,-0.292,-0.308,0.026,0.026,0.99456,0.99456,-0.29067,0.29067,0,0.00266,-1,-3.6,4
6,-8.79209,0.00785,0.03809,534,16.8575,-8.79953,0.03809,-8.80281,0.1678,-0.31067,-0.30933,0.0185,0.0195,0.99362,0.99362,-0.28933,0.28933,0,0.00433,-1,-3.6,4
7,-8.78008,0.00883,0.03533,487,16.58378,-8.79182,0.03533,-8.79728,0.19128,-0.29067,-0.29733,0.0265,0.0265,0.99671,0.99671,-0.27267,0.27267,0,0.00402,-1,-3.6,4
8,-8.78203,0.00866,0.04063,442,13.58472,-8.79467,0.04063,-8.8053,0.19958,-0.30067,-0.302,0.02175,0.02375,0.99569,0.99569,-0.28,0.28,0,0.00462,-1,-3.6,4
9,-8.78631,0.00986,0.03247,580,18.26468,-8.79796,0.03247,-8.80281,0.10864,-0.30667,-0.31333,0.018,0.019,0.99615,0.99615,-0.29,0.29,0,0.00369,-1,-3.6,4
0,-8.59904,0.0088,0.03977,396,12.19267,-8.60966,0.03977,-8.61349,0.15552,-0.28933,-0.316,0.024,0.023,0.99674,0.99674,-0.27333,0.27333,0,0.00462,-1,-3.5,4
1,-8.61112,0.00724,0.02945,526,16.49975,-8.61606,0.02945,-8.61649,0.16073,-0.30467,-0.32067,0.01975,0.01875,0.99617,0.99617,-0.27067,0.27067,0,0.00342,-1,-3.5,4
2,-8.61646,0.00673,0.03797,445,13.70962,-8.61702,0.03797,-8.6103,0.12286,-0.29133,-0.31267,0.02625,0.02425,0.9978,0.9978,-0.28133,0.28133,0,0.00441,-1,-3.5,4
3,-8.5962,0.0085,0.03562,475,14.93809,-8.60806,0.03562,-8.6135,0.17164,-0.30467,-0.30733,0.02325,0.02225,0.99473,0.99473,-0.27533,0.27533,0,0.00414,-1,-3.5,4
4,-8.59936,0.00861,0.03892,450,14.22731,-8.61036,0.03892,-8.61696,0.03994,-0.30467,-0.30467,0.02175,0.02175,0.99524,0.99524,-0.28067,0.28067,0,0.00452,-1,-3.5,4
5,-8.61684,0.00589,0.02149,686,20.81862,-8.61776,0.02149,-8.6253,0.15379,-0.29467,-0.30933,0.0255,0.0275,0.99456,0.99456,-0.274,0.274,0,0.00249,-1,-3.5,4
6,-8.59796,0.00849,0.02853,485,15.44931,-8.60924,0.02853,-8.62042,0.217,-0.29667,-0.32067,0.02175,0.02275,0.99362,0.99362,-0.29267,0.29267,0,0.00331,-1,-3.5,4
7,-8.5993,0.00883,0.03917,470,15.05148,-8.60965,0.03917,-8.61555,0.1563,-0.308,-0.32,0.0205,0.0195,0.99671,0.99671,-0.27067,0.27067,0,0.00455,-1,-3.5,4
8,-8.59986,0.00991,0.03823,446,13.65467,-8.61509,0.03823,-8.61627,0.05425,-0.29933,-0.31133,0.02225,0.02225,0.99569,0.99569,-0.27933,0.27933,0,0.00444,-1,-3.5,4
9,-8.61147,0.00746,0.03401,591,18.34952,-8.61741,0.03401,-8.61914,0.13706,-0.298,-0.30333,0.02125,0.02125,0.99615,0.99615,-0.27467,0.27467,0,0.00395,-1,-3.5,4
0,-8.42406,0.00794,0.04131,383,12.24438,-8.43355,0.04131,-8.44757,0.2672,-0.29067,-0.30933,0.024,0.027,0.99674,0.99674,-0.29,0.29,0,0.0049,-1,-3.4,4
1,-8.43186,0.00601,0.01023,530,16.20644,-8.43636,0.01023,-8.43396,0.15686,-0.29133,-0.306,0.02625,0.02525,0.99617,0.99617,-0.26267,0.26267,0,0.00121,-1,-3.4,4
2,-8.43677,0.00604,0.02929,437,13.63653,-8.43633,0.02929,-8.44138,0.17087,-0.29933,-0.30867,0.02025,0.02125,0.9978,0.9978,-0.28333,0.28333,0,0.00347,-1,-3.4,4
3,-8.42052,0.00857,0.02249,476,14.43043,-8.43043,0.02249,-8.43012,0.11118,-0.296,-0.316,0.024,0.022,0.99473,0.99473,-0.282,0.282,0,0.00267,-1,-3.4,4
4,-8.42001,0.0079,0.03398,439,13.55397,-8.42955,0.03398,-8.44699,0.21076,-0.28867,-0.30467,0.02475,0.02875,0.99524,0.99524,-0.28467,0.28467,0,0.00403,-1,-3.4,4
5,-8.43596,0.0057,0.01232,703,21.33633,-8.43586,0.01232,-8.43857,0.10954,-0.29667,-0.294,0.02625,0.02725,0.99456,0.99456,-0.27267,0.27267,0,0.00146,-1,-3.4,4
6,-8.42727,0.00828,0.03069,485,15.46706,-8.43585,0.03069,-8.44316,0.20223,-0.29733,-0.31333,0.0215,0.0235,0.99362,0.99362,-0.28733,0.28733,0,0.00364,-1,-3.4,4
7,-8.42969,0.00724,0.03227,474,14.66847,-8.43539,0.03227,-8.43291,0.09013,-0.288,-0.31067,0.0245,0.0235,0.99671,0.99671,-0.278,0.278,0,0.00383,-1,-3.4,4
8,-8.42635,0.00899,0.02006,446,14.31573,-8.43522,0.02006,-8.43054,0.11654,-0.29733,-0.316,0.0235,0.0215,0.99569,0.99569,-0.28,0.28,0,0.00238,-1,-3.4,4
9,-8.4369,0.00556,0.02391,604,18.30609,-8.43587,0.02391,-8.43256,0.22673,-0.304,-0.30667,0.0255,0.0235,0.99615,0.99615,-0.26333,0.26333,0,0.00283,-1,-3.4,4
0,-8.25543,0.00509,0.02682,456,13.71187,-8.25565,0.02682,-8.25341,0.07121,-0.292,-0.31333,0.026,0.025,0.99674,0.99674,-0.27467,0.27467,0,0.00325,-1,-3.3,4
1,-8.24256,0.01057,0.03796,486,15.22251,-8.25464,0.03796,-8.25328,0.17029,-0.29667,-0.31133,0.02525,0.02425,0.99617,0.99617,-0.268,0.268,0,0.0046,-1,-3.3,4
2,-8.25479,0.00594,0.01001,427,14.42674,-8.25475,0.01001,-8.27272,0.30893,-0.29067,-0.29333,0.0275,0.0315,0.9978,0.9978,-0.27,0.27,0,0.00121,-1,-3.3,4
3,-8.25207,0.00657,0.0363,485,15.0755,-8.2545,0.0363,-8.25257,0.17971,-0.29933,-0.31933,0.02275,0.02075,0.99473,0.99473,-0.272,0.272,0,0.0044,-1,-3.3,4
4,-8.24896,0.00703,0.0297,452,14.37335,-8.25479,0.0297,-8.26611,0.22174,-0.28467,-0.31267,0.02875,0.03175,0.99524,0.99524,-0.28067,0.28067,0,0.0036,-1,-3.3,4
5,-8.2574,0.00488,0.01023,800,24.9892,-8.25769,0.01023,-8.24698,0.2263,-0.30067,-0.30467,0.02725,0.02425,0.99456,0.99456,-0.26,0.26,0,0.00124,-1,-3.3,4
6,-8.23451,0.01054,0.03803,455,13.70666,-8.24686,0.03803,-8.24893,0.08984,-0.31333,-0.304,0.0195,0.0185,0.99362,0.99362,-0.26467,0.26467,0,0.00461,-1,-3.3,4
7,-8.25264,0.00654,0.03445,473,14.42895,-8.25628,0.03445,-8.26849,0.19948,-0.312,-0.30933,0.019,0.023,0.99671,0.99671,-0.27867,0.27867,0,0.00417,-1,-3.3,4
8,-8.25295,0.00712,0.02698,487,15.53996,-8.25537,0.02698,-8.26051,0.17666,-0.29933,-0.30067,0.02475,0.02575,0.99569,0.99569,-0.26733,0.26733,0,0.00327,-1,-3.3,4
9,-8.25644,0.00496,0.02846,604,18.40632,-8.25584,0.02846,-8.25137,0.17569,-0.30467,-0.30333,0.02475,0.02275,0.99615,0.99615,-0.26067,0.26067,0,0.00345,-1,-3.3,4
0,-8.0694,0.007,0.03383,415,13.70605,-8.07477,0.03383,-8.08243,0.24115,-0.288,-0.3,0.0305,0.0315,0.99674,0.99674,-0.262,0.262,0,0.00419,-1,-3.2,4
1,-8.07726,0.00555,0.03112,534,16.23505,-8.07688,0.03112,-8.07424,0.03526,-0.29333,-0.30667,0.027,0.027,0.99617,0.99617,-0.266,0.266,0,0.00385,-1,-3.2,4
2,-8.07868,0.00492,0.028,508,16.14209,-8.07666,0.028,-8.07367,0.14668,-0.28867,-0.30333,0.02675,0.02575,0.9978,0.9978,-0.26333,0.26333,0,0.00347,-1,-3.2,4
3,-8.0654,0.00941,0.03771,442,13.95143,-8.07248,0.03771,-8.07234,0.17875,-0.3,-0.31333,0.022,0.02,0.99473,0.99473,-0.278,0.278,0,0.00467,-1,-3.2,4
4,-8.06642,0.00873,0.02383,426,12.8962,-8.07381,0.02383,-8.08516,0.17766,-0.29333,-0.30667,0.0215,0.0245,0.99524,0.99524,-0.27733,0.27733,0,0.00295,-1,-3.2,4
5,-8.0779,0.00546,0.01099,802,25.55623,-8.07751,0.01099,-8.08513,0.24253,-0.29267,-0.30733,0.02425,0.02725,0.99456,0.99456,-0.276,0.276,0,0.00136,-1,-3.2,4
6,-8.06194,0.00924,0.02287,455,14.09721,-8.07316,0.02287,-8.072,0.0825,-0.30667,-0.30933,0.0205,0.0195,0.99362,0.99362,-0.27,0.27,0,0.00283,-1,-3.2,4
7,-8.07592,0.00586,0.02627,481,15.00447,-8.07569,0.02627,-8.08957,0.18869,-0.294,-0.29,0.02575,0.02975,0.99671,0.99671,-0.278,0.278,0,0.00325,-1,-3.2,4
8,-8.06855,0.00862,0.02483,453,14.55439,-8.07556,0.02483,-8.07766,0.23779,-0.296,-0.316,0.025,0.025,0.99569,0.99569,-0.278,0.278,0,0.00307,-1,-3.2,4
9,-8.07742,0.00617,0.0193,564,16.91552,-8.0751,0.0193,-8.07556,0.0181,-0.296,-0.30933,0.0225,0.0225,0.99615,0.99615,-0.27733,0.27733,0,0.00239,-1,-3.2,4
0,-7.89733,0.00564,0.03482,446,13.64414,-7.89792,0.03482,-7.9034,0.21619,-0.28467,-0.30333,0.02725,0.02925,0.99674,0.99674,-0.27933,0.27933,0,0.00441,-1,-3.1,4
1,-7.89752,0.00553,0.02792,510,15.73479,-7.89575,0.02792,-7.90113,0.18618,-0.29867,-0.31067,0.024,0.025,0.99617,0.99617,-0.26867,0.26867,0,0.00354,-1,-3.1,4
2,-7.90033,0.00466,0.02959,658,20.1985,-7.89698,0.02959,-7.90179,0.07803,-0.288,-0.308,0.025,0.026,0.9978,0.9978,-0.25733,0.25733,0,0.00375,-1,-3.1,4
3,-7.88466,0.01014,0.02748,414,12.92466,-7.89262,0.02748,-7.90434,0.20485,-0.28067,-0.29933,0.02925,0.03125,0.99473,0.99473,-0.26667,0.26667,0,0.00348,-1,-3.1,4
4,-7.88116,0.01009,0.03865,390,11.77289,-7.89388,0.03865,-7.8923,0.05485,-0.28,-0.308,0.0305,0.0305,0.99524,0.99524,-0.26333,0.26333,0,0.0049,-1,-3.1,4
5,-7.89788,0.0064,0.01314,649,20.1307,-7.89696,0.01314,-7.89882,0.19488,-0.28067,-0.31133,0.02825,0.02825,0.99456,0.99456,-0.28533,0.28533,0,0.00166,-1,-3.1,4
6,-7.89842,0.00651,0.03285,485,15.78179,-7.89971,0.03285,-7.91158,0.19871,-0.30333,-0.30867,0.02325,0.02725,0.99362,0.99362,-0.282,0.282,0,0.00416,-1,-3.1,4
7,-7.88075,0.0099,0.03448,417,12.81506,-7.89211,0.03448,-7.89303,0.08745,-0.28867,-0.29533,0.02925,0.02825,0.99671,0.99671,-0.26733,0.26733,0,0.00437,-1,-3.1,4
8,-7.8997,0.00554,0.01524,522,15.8948,-7.89615,0.01524,-7.90445,0.1548,-0.28733,-0.302,0.02725,0.02925,0.99569,0.99569,-0.25933,0.25933,0,0.00193,-1,-3.1,4
9,-7.89233,0.00809,0.02795,485,14.81751,-7.89656,0.02795,-7.88755,0.25977,-0.28333,-0.294,0.03375,0.02975,0.99615,0.99615,-0.26067,0.26067,0,0.00354,-1,-3.1,4
0,-7.72236,0.00525,0.035,449,14.83614,-7.72138,0.035,-7.7208,0.17902,-0.28,-0.304,0.028,0.027,0.99674,0.99674,-0.256,0.256,0,0.00453,-1,-3,4
1,-7.72174,0.00662,0.03366,520,16.70157,-7.71655,0.03366,-7.71642,0.08028,-0.282,-0.30867,0.03025,0.02925,0.99617,0.99617,-0.26933,0.26933,0,0.00436,-1,-3,4
2,-7.72314,0.00572,0.02583,546,17.0857,-7.72105,0.02583,-7.72188,0.16832,-0.282,-0.29933,0.02975,0.02975,0.9978,0.9978,-0.26067,0.26067,0,0.00335,-1,-3,4
3,-7.71294,0.0078,0.02548,414,13.343,-7.71842,0.02548,-7.72538,0.22273,-0.27733,-0.3,0.03,0.031,0.99473,0.99473,-0.26267,0.26267,0,0.0033,-1,-3,4
4,-7.70488,0.01085,0.03454,392,12.69575,-7.7136,0.03454,-7.71853,0.15851,-0.296,-0.308,0.025,0.024,0.99524,0.99524,-0.26467,0.26467,0,0.00448,-1,-3,4
5,-7.7238,0.0034,0.03803,1026,31.18743,-7.7252,0.03803,-7.72831,0.06918,-0.29333,-0.30533,0.025,0.028,0.99456,0.99456,-0.27467,0.27467,0,0.00492,-1,-3,4
6,-7.72455,0.0031,0.00815,847,27.38941,-7.72385,0.00815,-7.72759,0.08461,-0.28733,-0.30333,0.02775,0.03175,0.99362,0.99362,-0.274,0.274,0,0.00106,-1,-3,4
7,-7.72072,0.0062,0.02201,475,15.37973,-7.71888,0.02201,-7.72515,0.21357,-0.28467,-0.294,0.02825,0.02925,0.99671,0.99671,-0.26533,0.26533,0,0.00285,-1,-3,4
8,-7.72137,0.00724,0.02632,465,16.13063,-7.718,0.02632,-7.72097,0.19432,-0.28733,-0.30333,0.02625,0.02625,0.99569,0.99569,-0.27133,0.27133,0,0.00341,-1,-3,4
9,-7.72277,0.00574,0.02493,544,17.2224,-7.72072,0.02493,-7.72009,0.20628,-0.29133,-0.30467,0.02525,0.02425,0.99615,0.99615,-0.27533,0.27533,0,0.00323,-1,-3,4
0,-7.54953,0.00291,0.03616,694,22.15212,-7.55001,0.03616,-7.5483,0.05869,-0.27467,-0.29733,0.0325,0.0325,0.99674,0.99674,-0.27067,0.27067,0,0.00479,-1,-2.9,4
1,-7.54711,0.00604,0.02675,507,16.9467,-7.54329,0.02675,-7.53889,0.17401,-0.282,-0.306,0.03675,0.03475,0.99617,0.99617,-0.254,0.254,0,0.00355,-1,-2.9,4
2,-7.54646,0.00626,0.01705,419,13.33437,-7.5436,0.01705,-7.54402,0.20134,-0.27733,-0.30533,0.033,0.032,0.9978,0.9978,-0.25867,0.25867,0,0.00226,-1,-2.9,4
3,-7.54211,0.00697,0.02448,414,13.53545,-7.54322,0.02448,-7.55046,0.22143,-0.27267,-0.30733,0.03275,0.03375,0.99473,0.99473,-0.25867,0.25867,0,0.00325,-1,-2.9,4
4,-7.54731,0.00518,0.03323,541,17.30812,-7.5436,0.03323,-7.54504,0.1705,-0.292,-0.3,0.0305,0.0295,0.99524,0.99524,-0.258,0.258,0,0.00441,-1,-2.9,4
5,-7.54782,0.00478,0.02401,954,29.60627,-7.55038,0.02401,-7.54496,0.13233,-0.27467,-0.296,0.034,0.033,0.99456,0.99456,-0.26333,0.26333,0,0.00318,-1,-2.9,4
6,-7.54615,0.00521,0.01556,558,18.23945,-7.54472,0.01556,-7.5531,0.15384,-0.28333,-0.29,0.02875,0.03175,0.99362,0.99362,-0.268,0.268,0,0.00206,-1,-2.9,4
7,-7.52954,0.01309,0.03397,400,13.01667,-7.54309,0.03397,-7.5608,0.20518,-0.28733,-0.302,0.02625,0.03025,0.99671,0.99671,-0.26667,0.26667,0,0.0045,-1,-2.9,4
8,-7.54449,0.00686,0.03217,430,13.62195,-7.543,0.03217,-7.54746,0.2233,-0.28533,-0.304,0.0325,0.0335,0.99569,0.99569,-0.27667,0.27667,0,0.00426,-1,-2.9,4
9,-7.54633,0.0059,0.02283,472,16.50028,-7.54447,0.02283,-7.55716,0.27369,-0.28267,-0.30267,0.031,0.034,0.99615,0.99615,-0.26333,0.26333,0,0.00303,-1,-2.9,4
0,-7.37621,0.00198,0.03523,688,22.34312,-7.37482,0.03523,-7.37502,0.05569,-0.27,-0.294,0.03375,0.03375,0.99674,0.99674,-0.266,0.266,0,0.00478,-1,-2.8,4
1,-7.37371,0.00602,0.01521,507,16.16971,-7.36944,0.01521,-7.36327,0.18411,-0.27467,-0.30667,0.0395,0.0365,0.99617,0.99617,-0.254,0.254,0,0.00206,-1,-2.8,4
2,-7.37652,0.00181,0.03426,818,25.94404,-7.37444,0.03426,-7.37703,0.04522,-0.27667,-0.30333,0.03025,0.03425,0.9978,0.9978,-0.27067,0.27067,0,0.00465,-1,-2.8,4
3,-7.36508,0.01049,0.0341,387,12.07261,-7.36875,0.0341,-7.37222,0.24662,-0.27467,-0.31067,0.0345,0.0335,0.99473,0.99473,-0.25867,0.25867,0,0.00463,-1,-2.8,4
4,-7.37661,0.00316,0.03414,740,22.93425,-7.37385,0.03414,-7.37626,0.0672,-0.286,-0.29267,0.03325,0.03525,0.99524,0.99524,-0.256,0.256,0,0.00463,-1,-2.8,4
5,-7.37269,0.00664,0.02482,761,23.08686,-7.3754,0.02482,-7.38758,0.21573,-0.28267,-0.30133,0.0305,0.0365,0.99456,0.99456,-0.264,0.264,0,0.00337,-1,-2.8,4
6,-7.37668,0.00174,0.03688,828,25.51882,-7.37832,0.03688,-7.37812,0.04962,-0.284,-0.296,0.0325,0.0375,0.99362,0.99362,-0.26267,0.26267,0,0.005,-1,-2.8,4
7,-7.37702,0.00393,0.01737,727,23.46,-7.37455,0.01737,-7.37689,0.11556,-0.276,-0.29467,0.031,0.034,0.99671,0.99671,-0.276,0.276,0,0.00236,-1,-2.8,4
8,-7.37615,0.00259,0.02603,792,26.75875,-7.37582,0.02603,-7.37461,0.0536,-0.294,-0.278,0.03825,0.03725,0.99569,0.99569,-0.244,0.244,0,0.00353,-1,-2.8,4
9,-7.37227,0.00678,0.02068,472,15.6107,-7.37027,0.02068,-7.37898,0.25058,-0.28,-0.30267,0.033,0.035,0.99615,0.99615,-0.262,0.262,0,0.00281,-1,-2.8,4
0,-7.20519,0.00192,0.03536,675,21.64408,-7.20454,0.03536,-7.2068,0.0402,-0.28667,-0.29867,0.0315,0.0375,0.99674,0.99674,-0.26267,0.26267,0,0.00491,-1,-2.7,4
1,-7.20448,0.00286,0.03477,885,28.41297,-7.20443,0.03477,-7.20564,0.06688,-0.26933,-0.29067,0.04,0.045,0.99617,0.99617,-0.25,0.25,0,0.00483,-1,-2.7,4
2,-7.20204,0.00622,0.02258,504,15.98236,-7.19971,0.02258,-7.1943,0.10663,-0.27533,-0.31933,0.03175,0.02975,0.9978,0.9978,-0.25733,0.25733,0,0.00314,-1,-2.7,4
3,-7.20026,0.00688,0.03035,402,12.61159,-7.19507,0.03035,-7.20689,0.18901,-0.278,-0.30067,0.03125,0.03425,0.99473,0.99473,-0.26067,0.26067,0,0.00422,-1,-2.7,4
4,-7.20467,0.0026,0.02877,740,23.05126,-7.20225,0.02877,-7.20389,0.05559,-0.284,-0.28933,0.036,0.036,0.99524,0.99524,-0.24667,0.24667,0,0.00399,-1,-2.7,4
5,-7.20351,0.00444,0.02692,965,30.22464,-7.20801,0.02692,-7.21083,0.0438,-0.276,-0.28533,0.036,0.043,0.99456,0.99456,-0.26267,0.26267,0,0.00373,-1,-2.7,4
6,-7.20127,0.00521,0.02362,581,19.19194,-7.19932,0.02362,-7.21141,0.21212,-0.27533,-0.29133,0.03625,0.04125,0.99362,0.99362,-0.26133,0.26133,0,0.00328,-1,-2.7,4
7,-7.20079,0.00816,0.03086,437,14.44493,-7.19607,0.03086,-7.20321,0.15118,-0.28,-0.30267,0.0355,0.0375,0.99671,0.99671,-0.26733,0.26733,0,0.00429,-1,-2.7,4
8,-7.20522,0.00193,0.02724,787,28.34239,-7.20512,0.02724,-7.20772,0.05103,-0.266,-0.27667,0.03475,0.04375,0.99569,0.99569,-0.27133,0.27133,0,0.00378,-1,-2.7,4
9,-7.20488,0.00179,0.02871,912,28.58028,-7.2064,0.02871,-7.20496,0.06322,-0.28067,-0.29,0.03575,0.03875,0.99615,0.99615,-0.25067,0.25067,0,0.00398,-1,-2.7,4
0,-7.03523,0.00145,0.03405,673,21.95548,-7.03524,0.03405,-7.03581,0.03231,-0.27533,-0.294,0.03375,0.03775,0.99674,0.99674,-0.24533,0.24533,0,0.00484,-1,-2.6,4
1,-7.03474,0.00201,0.02267,857,27.92376,-7.03683,0.02267,-7.0353,0.04227,-0.25467,-0.288,0.041,0.045,0.99617,0.99617,-0.258,0.258,0,0.00322,-1,-2.6,4
2,-7.0353,0.00184,0.02821,712,22.41924,-7.03407,0.02821,-7.03497,0.03345,-0.26267,-0.29467,0.037,0.041,0.9978,0.9978,-0.25667,0.25667,0,0.00401,-1,-2.6,4
3,-7.03507,0.00192,0.03275,740,23.34565,-7.03386,0.03275,-7.037,0.05723,-0.268,-0.29467,0.04,0.048,0.99473,0.99473,-0.26,0.26,0,0.00466,-1,-2.6,4
4,-7.03504,0.00217,0.02573,738,24.15009,-7.03369,0.02573,-7.03462,0.04978,-0.26867,-0.29933,0.03775,0.03975,0.99524,0.99524,-0.25333,0.25333,0,0.00366,-1,-2.6,4
5,-7.03419,0.00424,0.02552,980,31.31469,-7.04049,0.02552,-7.03315,0.12628,-0.26,-0.29733,0.04,0.038,0.99456,0.99456,-0.252,0.252,0,0.00362,-1,-2.6,4
6,-7.03555,0.00192,0.02219,765,25.68588,-7.0327,0.02219,-7.03597,0.04399,-0.266,-0.29667,0.04025,0.04525,0.99362,0.99362,-0.262,0.262,0,0.00316,-1,-2.6,4
7,-7.0319,0.00634,0.0234,531,16.39978,-7.02944,0.0234,-7.03622,0.16893,-0.274,-0.294,0.03525,0.03825,0.99671,0.99671,-0.25667,0.25667,0,0.00333,-1,-2.6,4
8,-7.0355,0.00189,0.03406,729,22.84824,-7.03375,0.03406,-7.03501,0.05266,-0.25533,-0.29267,0.04125,0.04425,0.99569,0.99569,-0.26133,0.26133,0,0.00484,-1,-2.6,4
