Num,Energy_Window,Energy_Std_Window,Variance,Epoch,Time,Energy,Energy_Std,Energy-Mean,Energy-Std,Cz-Ferro,Cz-Antiferro,Mz2-Ferro,Mz2-Antiferro,Mx-Ferro,Mx-Antiferro,Nz-Ferro,Nz-Antiferro,Net_Overlap,Std_Mean,J1,J2,Length
3,-9.40526,0.00222,0.04674,2290,145.46665,-9.40457,0.04674,-9.4041,0.04928,-0.05171,0.07171,0.05281,0.23406,0.87235,0.87235,-0.38743,0.38743,0,0.00497,-1,-0.3,8
4,-9.40545,0.0017,0.04606,2760,172.66812,-9.4047,0.04606,-9.40287,0.06255,-0.03257,0.07657,0.06025,0.218,0.85066,0.85066,-0.37771,0.37771,0,0.0049,-1,-0.3,8
5,-9.40505,0.00222,0.04549,2409,150.70504,-9.40389,0.04549,-9.40458,0.05086,-0.04914,0.05371,0.05838,0.19987,0.85162,0.85162,-0.37314,0.37314,0,0.00484,-1,-0.3,8
6,-9.4055,0.00154,0.04684,2423,150.27207,-9.40434,0.04684,-9.40797,0.08037,-0.04343,0.05257,0.05738,0.20812,0.84777,0.84777,-0.37086,0.37086,0,0.00498,-1,-0.3,8
7,-9.40531,0.00195,0.04573,2979,189.52928,-9.40519,0.04573,-9.40528,0.06701,-0.056,0.068,0.0575,0.20725,0.83649,0.83649,-0.37114,0.37114,0,0.00486,-1,-0.3,8
8,-9.40543,0.00194,0.04148,2183,137.70041,-9.402,0.04148,-9.40526,0.06478,-0.05229,0.08143,0.05669,0.22144,0.85114,0.85114,-0.36886,0.36886,0,0.00441,-1,-0.3,8
9,-9.40554,0.00239,0.04605,2371,148.49401,-9.40539,0.04605,-9.40279,0.06003,-0.04657,0.07057,0.06031,0.21481,0.88947,0.88947,-0.36,0.36,0,0.0049,-1,-0.3,8
0,-9.48541,0.00199,0.04571,2561,160.41134,-9.48205,0.04571,-9.48644,0.0656,-0.04771,0.13914,0.05844,0.27194,0.8731,0.8731,-0.42486,0.42486,0,0.00482,-1,-0.2,8
1,-9.48621,0.00172,0.04561,2695,169.25211,-9.48279,0.04561,-9.48323,0.04539,-0.04286,0.10171,0.058,0.27825,0.82711,0.82711,-0.42457,0.42457,0,0.00481,-1,-0.2,8
2,-9.48542,0.00188,0.04445,1952,121.579,-9.48175,0.04445,-9.48517,0.06918,-0.05143,0.11771,0.05838,0.26387,0.8962,0.8962,-0.39714,0.39714,0,0.00469,-1,-0.2,8
3,-9.4854,0.00187,0.04705,2158,139.39209,-9.48539,0.04705,-9.4869,0.07356,-0.044,0.10229,0.05663,0.28363,0.87235,0.87235,-0.442,0.442,0,0.00496,-1,-0.2,8
4,-9.48544,0.00255,0.04472,2626,168.2096,-9.48441,0.04472,-9.48519,0.05233,-0.05229,0.13571,0.05131,0.27481,0.85066,0.85066,-0.422,0.422,0,0.00471,-1,-0.2,8
5,-9.48513,0.00245,0.0465,2408,155.25196,-9.48372,0.0465,-9.48571,0.05971,-0.04086,0.10029,0.05831,0.26856,0.85162,0.85162,-0.42229,0.42229,0,0.0049,-1,-0.2,8
6,-9.48494,0.00219,0.04573,2421,155.34429,-9.48329,0.04573,-9.48289,0.06466,-0.03343,0.10771,0.05906,0.26906,0.84777,0.84777,-0.43114,0.43114,0,0.00482,-1,-0.2,8
7,-9.48535,0.00205,0.04591,2427,156.37099,-9.48401,0.04591,-9.4841,0.05844,-0.06571,0.108,0.05113,0.27237,0.83649,0.83649,-0.42514,0.42514,0,0.00484,-1,-0.2,8
8,-9.4851,0.00223,0.04689,1592,100.9968,-9.48405,0.04689,-9.48703,0.06508,-0.02486,0.074,0.06119,0.25569,0.85114,0.85114,-0.39914,0.39914,0,0.00494,-1,-0.2,8
9,-9.48547,0.00158,0.04631,2830,180.01179,-9.48252,0.04631,-9.48311,0.05692,-0.05,0.14371,0.05606,0.28006,0.88947,0.88947,-0.41943,0.41943,0,0.00488,-1,-0.2,8
0,-9.62776,0.00183,0.04573,1938,123.11819,-9.62514,0.04573,-9.62478,0.04721,-0.038,0.18371,0.05256,0.36056,0.8731,0.8731,-0.49343,0.49343,0,0.00475,-1,-0.1,8
1,-9.62705,0.00212,0.04697,2169,136.56225,-9.62508,0.04697,-9.62507,0.04561,-0.05543,0.20343,0.04813,0.35237,0.82711,0.82711,-0.50457,0.50457,0,0.00488,-1,-0.1,8
2,-9.62696,0.00196,0.0473,1684,107.4392,-9.62354,0.0473,-9.62321,0.04901,-0.04343,0.192,0.04925,0.35975,0.8962,0.8962,-0.49229,0.49229,0,0.00491,-1,-0.1,8
3,-9.62737,0.0017,0.04446,2250,144.01352,-9.62629,0.04446,-9.62598,0.04724,-0.04314,0.18657,0.05669,0.35094,0.87235,0.87235,-0.496,0.496,0,0.00462,-1,-0.1,8
4,-9.6277,0.00208,0.04468,2020,128.89946,-9.62515,0.04468,-9.62878,0.04942,-0.04143,0.14086,0.05444,0.33419,0.85066,0.85066,-0.47829,0.47829,0,0.00464,-1,-0.1,8
5,-9.62735,0.00185,0.04473,2232,143.18889,-9.6263,0.04473,-9.62564,0.06044,-0.04086,0.20257,0.05794,0.35719,0.85162,0.85162,-0.47457,0.47457,0,0.00465,-1,-0.1,8
6,-9.62712,0.00198,0.04711,2170,136.6767,-9.62633,0.04711,-9.62801,0.07115,-0.04914,0.16114,0.05513,0.34762,0.84777,0.84777,-0.486,0.486,0,0.00489,-1,-0.1,8
7,-9.62688,0.00174,0.04808,2196,139.31814,-9.62578,0.04808,-9.62483,0.04581,-0.05143,0.18171,0.04788,0.35837,0.83649,0.83649,-0.50114,0.50114,0,0.00499,-1,-0.1,8
8,-9.62764,0.00184,0.04798,1095,69.08766,-9.62442,0.04798,-9.62843,0.06064,-0.03343,0.19114,0.05631,0.35481,0.85114,0.85114,-0.478,0.478,0,0.00498,-1,-0.1,8
9,-9.62761,0.00198,0.04738,1989,126.95016,-9.62781,0.04738,-9.62803,0.05493,-0.04,0.16514,0.054,0.34925,0.88947,0.88947,-0.48286,0.48286,0,0.00492,-1,-0.1,8
0,-9.83811,0.00173,0.04861,2099,130.90506,-9.83631,0.04861,-9.83565,0.0549,-0.044,0.28629,0.049,0.4505,0.8731,0.8731,-0.57429,0.57429,0,0.00494,-1,0,8
1,-9.83794,0.00137,0.04917,2322,146.53519,-9.83788,0.04917,-9.83599,0.0577,-0.03914,0.22829,0.05294,0.41219,0.82711,0.82711,-0.53314,0.53314,0,0.005,-1,0,8
2,-9.83751,0.00188,0.04819,1868,118.98189,-9.83535,0.04819,-9.83656,0.05251,-0.04,0.30914,0.04875,0.4585,0.8962,0.8962,-0.56171,0.56171,0,0.0049,-1,0,8
3,-9.83815,0.00189,0.04833,1880,122.44153,-9.8369,0.04833,-9.8379,0.06174,-0.03857,0.28829,0.05056,0.45531,0.87235,0.87235,-0.56743,0.56743,0,0.00491,-1,0,8
4,-9.83748,0.00162,0.04665,1566,99.39021,-9.83499,0.04665,-9.83939,0.05783,-0.04657,0.28086,0.05069,0.44544,0.85066,0.85066,-0.54543,0.54543,0,0.00474,-1,0,8
5,-9.8377,0.00203,0.04916,1891,120.91013,-9.83353,0.04916,-9.8418,0.05641,-0.05657,0.25486,0.0505,0.43975,0.85162,0.85162,-0.54971,0.54971,0,0.005,-1,0,8
6,-9.83836,0.00197,0.04916,1922,120.74445,-9.83771,0.04916,-9.83749,0.0565,-0.054,0.25571,0.04806,0.42581,0.84777,0.84777,-0.55457,0.55457,0,0.005,-1,0,8
7,-9.83735,0.00189,0.04813,1748,112.72914,-9.83375,0.04813,-9.83738,0.06395,-0.064,0.30914,0.04625,0.45925,0.83649,0.83649,-0.56143,0.56143,0,0.00489,-1,0,8
8,-9.83847,0.00216,0.04826,1330,82.67912,-9.83985,0.04826,-9.83602,0.0534,-0.04314,0.27171,0.05119,0.44219,0.85114,0.85114,-0.54514,0.54514,0,0.0049,-1,0,8
9,-9.83797,0.00203,0.04892,1900,118.76498,-9.83354,0.04892,-9.83821,0.05065,-0.03971,0.29343,0.05231,0.45881,0.88947,0.88947,-0.57114,0.57114,0,0.00498,-1,0,8
0,-10.11955,0.0017,0.05011,1993,123.78636,-10.12027,0.05011,-10.12128,0.06224,-0.04857,0.38686,0.0445,0.54475,0.8731,0.8731,-0.62571,0.62571,0,0.00495,-1,0.1,8
1,-10.11922,0.0018,0.05055,2218,138.01832,-10.1186,0.05055,-10.1194,0.06408,-0.06743,0.40114,0.04138,0.56262,0.82711,0.82711,-0.63743,0.63743,0,0.005,-1,0.1,8
2,-10.11983,0.00182,0.05035,1945,120.77814,-10.11944,0.05035,-10.12206,0.05707,-0.05143,0.36743,0.04438,0.53462,0.8962,0.8962,-0.62114,0.62114,0,0.00498,-1,0.1,8
3,-10.11979,0.0021,0.04839,1987,123.76528,-10.11925,0.04839,-10.1227,0.05738,-0.05543,0.372,0.04663,0.52137,0.87235,0.87235,-0.60971,0.60971,0,0.00478,-1,0.1,8
4,-10.11944,0.00186,0.05056,2002,123.43387,-10.11774,0.05056,-10.1204,0.05229,-0.04457,0.41029,0.0445,0.5595,0.85066,0.85066,-0.63829,0.63829,0,0.005,-1,0.1,8
5,-10.11968,0.00216,0.04784,2054,126.91093,-10.11921,0.04784,-10.11694,0.05003,-0.04771,0.38029,0.04394,0.54319,0.85162,0.85162,-0.63143,0.63143,0,0.00473,-1,0.1,8
6,-10.12019,0.00197,0.05033,2105,132.4943,-10.12241,0.05033,-10.12069,0.05835,-0.06257,0.38143,0.04444,0.53119,0.84777,0.84777,-0.61343,0.61343,0,0.00497,-1,0.1,8
7,-10.11963,0.00159,0.05037,2421,154.3751,-10.12068,0.05037,-10.12102,0.06415,-0.04257,0.37057,0.05031,0.51806,0.83649,0.83649,-0.59714,0.59714,0,0.00498,-1,0.1,8
8,-10.11993,0.00184,0.04826,1926,123.19197,-10.12042,0.04826,-10.11896,0.05354,-0.05229,0.33857,0.04969,0.52269,0.85114,0.85114,-0.59857,0.59857,0,0.00477,-1,0.1,8
9,-10.11926,0.00206,0.0504,2436,149.79111,-10.11885,0.0504,-10.1204,0.05856,-0.05971,0.38429,0.04306,0.55206,0.88947,0.88947,-0.63429,0.63429,0,0.00498,-1,0.1,8
0,-10.46793,0.00223,0.05233,2333,145.17264,-10.46778,0.05233,-10.46725,0.06243,-0.07,0.53229,0.03756,0.66606,0.8731,0.8731,-0.708,0.708,0,0.005,-1,0.2,8
1,-10.46768,0.00244,0.0517,2752,171.73332,-10.46684,0.0517,-10.46581,0.06042,-0.06571,0.48571,0.03888,0.63712,0.82711,0.82711,-0.68771,0.68771,0,0.00494,-1,0.2,8
2,-10.46712,0.00225,0.04776,2510,155.66768,-10.46297,0.04776,-10.46973,0.05967,-0.05657,0.48686,0.03938,0.62937,0.8962,0.8962,-0.69257,0.69257,0,0.00456,-1,0.2,8
3,-10.46684,0.00264,0.0519,2051,126.23589,-10.46563,0.0519,-10.46444,0.06227,-0.078,0.48371,0.03406,0.64731,0.87235,0.87235,-0.70486,0.70486,0,0.00496,-1,0.2,8
4,-10.46707,0.00194,0.0522,2209,137.063,-10.46793,0.0522,-10.46521,0.07454,-0.05771,0.45714,0.04238,0.60237,0.85066,0.85066,-0.658,0.658,0,0.00499,-1,0.2,8
5,-10.46736,0.00212,0.05225,2671,163.71675,-10.46632,0.05225,-10.46673,0.06111,-0.066,0.48829,0.04081,0.62481,0.85162,0.85162,-0.68629,0.68629,0,0.00499,-1,0.2,8
6,-10.46672,0.00226,0.05127,2129,130.4055,-10.46807,0.05127,-10.46966,0.06062,-0.064,0.51429,0.039,0.65175,0.84777,0.84777,-0.70057,0.70057,0,0.0049,-1,0.2,8
7,-10.46737,0.00159,0.05049,2677,162.28756,-10.4679,0.05049,-10.46807,0.06745,-0.07114,0.46314,0.03956,0.61381,0.83649,0.83649,-0.68257,0.68257,0,0.00482,-1,0.2,8
8,-10.46684,0.00221,0.05105,2128,128.01872,-10.46997,0.05105,-10.46692,0.06061,-0.068,0.48971,0.03938,0.62962,0.85114,0.85114,-0.67543,0.67543,0,0.00488,-1,0.2,8
9,-10.46705,0.00192,0.0493,2223,134.85141,-10.46735,0.0493,-10.46793,0.05849,-0.06686,0.48857,0.03963,0.62562,0.88947,0.88947,-0.68743,0.68743,0,0.00471,-1,0.2,8
0,-10.8672,0.00192,0.05229,2699,161.64481,-10.86837,0.05229,-10.86719,0.06574,-0.07886,0.57314,0.033,0.70675,0.8731,0.8731,-0.73857,0.73857,0,0.00481,-1,0.3,8
1,-10.86784,0.00191,0.05288,3266,198.0565,-10.86511,0.05288,-10.87106,0.06727,-0.082,0.64543,0.03119,0.73344,0.82711,0.82711,-0.75857,0.75857,0,0.00487,-1,0.3,8
2,-10.86796,0.00247,0.05123,2656,158.35554,-10.87158,0.05123,-10.86385,0.06845,-0.07514,0.598,0.03269,0.70719,0.8962,0.8962,-0.74,0.74,0,0.00471,-1,0.3,8
3,-10.86676,0.0021,0.05222,2276,138.57711,-10.86791,0.05222,-10.86692,0.06697,-0.07114,0.566,0.03494,0.70169,0.87235,0.87235,-0.74457,0.74457,0,0.0048,-1,0.3,8
4,-10.86696,0.00216,0.05162,2645,159.21468,-10.8672,0.05162,-10.86651,0.06312,-0.088,0.60114,0.03013,0.71187,0.85066,0.85066,-0.74657,0.74657,0,0.00475,-1,0.3,8
5,-10.86736,0.00265,0.0515,2805,170.36887,-10.86934,0.0515,-10.86574,0.06902,-0.06029,0.54943,0.03794,0.68919,0.85162,0.85162,-0.73057,0.73057,0,0.00474,-1,0.3,8
6,-10.8677,0.0024,0.05308,2814,170.00779,-10.86974,0.05308,-10.86659,0.07567,-0.084,0.592,0.03225,0.71175,0.84777,0.84777,-0.746,0.746,0,0.00488,-1,0.3,8
7,-10.86724,0.00202,0.05364,2965,180.45163,-10.86814,0.05364,-10.86825,0.05787,-0.072,0.55771,0.03488,0.68862,0.83649,0.83649,-0.73257,0.73257,0,0.00494,-1,0.3,8
8,-10.86747,0.00224,0.05372,2534,153.0779,-10.8673,0.05372,-10.86622,0.08334,-0.074,0.57114,0.03181,0.71256,0.85114,0.85114,-0.74429,0.74429,0,0.00494,-1,0.3,8
9,-10.86809,0.00216,0.05264,3013,182.10127,-10.8659,0.05264,-10.86292,0.0677,-0.07257,0.60286,0.03438,0.69762,0.88947,0.88947,-0.73057,0.73057,0,0.00484,-1,0.3,8
0,-11.30706,0.00237,0.05203,3363,202.62789,-11.3048,0.05203,-11.30519,0.07694,-0.08829,0.662,0.02856,0.77181,0.8731,0.8731,-0.784,0.784,0,0.0046,-1,0.4,8
1,-11.30561,0.00286,0.04702,2874,174.32491,-11.3061,0.04702,-11.30871,0.09158,-0.086,0.64943,0.02644,0.76219,0.82711,0.82711,-0.78914,0.78914,0,0.00416,-1,0.4,8
2,-11.30657,0.00243,0.05455,3075,185.12558,-11.30474,0.05455,-11.30482,0.06513,-0.072,0.61314,0.03,0.752,0.8962,0.8962,-0.78429,0.78429,0,0.00483,-1,0.4,8
3,-11.30626,0.00281,0.05348,2681,163.48774,-11.30679,0.05348,-11.30452,0.0709,-0.09057,0.62829,0.02844,0.75619,0.87235,0.87235,-0.78229,0.78229,0,0.00473,-1,0.4,8
4,-11.30669,0.00251,0.05479,2980,181.06654,-11.3067,0.05479,-11.30784,0.06657,-0.07686,0.62486,0.02981,0.75081,0.85066,0.85066,-0.77743,0.77743,0,0.00485,-1,0.4,8
5,-11.30673,0.00277,0.05117,3615,220.29018,-11.31086,0.05117,-11.30556,0.07157,-0.08029,0.66143,0.02831,0.75131,0.85162,0.85162,-0.77514,0.77514,0,0.00452,-1,0.4,8
6,-11.3068,0.00232,0.05452,2874,172.71916,-11.30637,0.05452,-11.30593,0.05764,-0.09171,0.64829,0.02831,0.75981,0.84777,0.84777,-0.78657,0.78657,0,0.00482,-1,0.4,8
7,-11.30671,0.00235,0.05434,4103,245.26073,-11.30627,0.05434,-11.30769,0.05449,-0.08943,0.64086,0.02631,0.76306,0.83649,0.83649,-0.79,0.79,0,0.00481,-1,0.4,8
8,-11.3065,0.0025,0.05639,3042,182.2162,-11.30656,0.05639,-11.30794,0.07247,-0.08257,0.63971,0.02806,0.76131,0.85114,0.85114,-0.78686,0.78686,0,0.00499,-1,0.4,8
9,-11.30717,0.00265,0.05502,2867,172.69981,-11.30603,0.05502,-11.30717,0.05956,-0.07971,0.63629,0.02831,0.75856,0.88947,0.88947,-0.78743,0.78743,0,0.00487,-1,0.4,8
0,-11.75302,0.00307,0.05531,4410,255.12283,-11.75439,0.05531,-11.75472,0.08613,-0.09629,0.72657,0.02369,0.81894,0.8731,0.8731,-0.83143,0.83143,0,0.00471,-1,0.5,8
1,-11.77402,0.00289,0.05731,3472,210.9715,-11.77396,0.05731,-11.77481,0.08319,-0.09171,0.678,0.02806,0.79856,0.82711,0.82711,-0.806,0.806,0,0.00487,-1,0.5,8
2,-11.75195,0.00277,0.05684,3547,203.73216,-11.75616,0.05684,-11.75155,0.08946,-0.09743,0.69571,0.02381,0.80231,0.8962,0.8962,-0.81714,0.81714,0,0.00483,-1,0.5,8
3,-11.75326,0.00258,0.05591,3070,181.21758,-11.75459,0.05591,-11.7552,0.08539,-0.08629,0.66229,0.02488,0.79537,0.87235,0.87235,-0.81371,0.81371,0,0.00476,-1,0.5,8
4,-11.75315,0.00313,0.05841,3453,203.52233,-11.75747,0.05841,-11.75527,0.08734,-0.08943,0.70371,0.02456,0.81281,0.85066,0.85066,-0.82114,0.82114,0,0.00497,-1,0.5,8
5,-11.75195,0.00289,0.05747,3748,221.15564,-11.75126,0.05747,-11.75206,0.08158,-0.09086,0.71143,0.0255,0.8105,0.85162,0.85162,-0.82143,0.82143,0,0.00489,-1,0.5,8
6,-11.75284,0.00315,0.05863,3728,220.86907,-11.75341,0.05863,-11.75745,0.11436,-0.08629,0.68,0.028,0.7865,0.84777,0.84777,-0.79771,0.79771,0,0.00499,-1,0.5,8
7,-11.75165,0.00347,0.05863,3507,207.15123,-11.75047,0.05863,-11.75237,0.08084,-0.09829,0.70857,0.0235,0.819,0.83649,0.83649,-0.83171,0.83171,0,0.00499,-1,0.5,8
8,-11.77369,0.00275,0.05261,2722,167.24025,-11.77333,0.05261,-11.77442,0.08845,-0.09114,0.678,0.02844,0.78869,0.85114,0.85114,-0.802,0.802,0,0.00447,-1,0.5,8
9,-11.75213,0.00305,0.05579,3820,224.10028,-11.75134,0.05579,-11.75214,0.0818,-0.08514,0.68571,0.02688,0.80337,0.88947,0.88947,-0.81257,0.81257,0,0.00475,-1,0.5,8
0,-12.26259,0.00307,0.05183,3053,183.75374,-12.26517,0.05183,-12.26508,0.09856,-0.08314,0.706,0.02419,0.81069,0.8731,0.8731,-0.81943,0.81943,0,0.00423,-1,0.6,8
1,-12.26184,0.00286,0.05999,3559,218.10757,-12.26263,0.05999,-12.26485,0.07703,-0.09657,0.73257,0.01975,0.8345,0.82711,0.82711,-0.84886,0.84886,0,0.00489,-1,0.6,8
2,-12.24682,0.00411,0.05977,1696,100.63503,-12.24753,0.05977,-12.244,0.06984,-0.09457,0.73057,0.02019,0.84269,0.8962,0.8962,-0.85943,0.85943,0,0.00488,-1,0.6,8
3,-12.24686,0.00314,0.05724,2593,178.60531,-12.24163,0.05724,-12.24419,0.08059,-0.10429,0.76029,0.02094,0.84069,0.87235,0.87235,-0.85114,0.85114,0,0.00468,-1,0.6,8
4,-12.24546,0.00315,0.05821,1664,105.92668,-12.24459,0.05821,-12.24836,0.08407,-0.09429,0.72057,0.02163,0.83762,0.85066,0.85066,-0.84657,0.84657,0,0.00475,-1,0.6,8
5,-12.24619,0.00392,0.06041,2118,133.44842,-12.24378,0.06041,-12.24503,0.08954,-0.10657,0.75229,0.02094,0.83744,0.85162,0.85162,-0.848,0.848,0,0.00493,-1,0.6,8
6,-12.24664,0.00292,0.06094,1829,115.50384,-12.24649,0.06094,-12.24575,0.10498,-0.098,0.75514,0.02094,0.84169,0.84777,0.84777,-0.848,0.848,0,0.00498,-1,0.6,8
7,-12.24642,0.00276,0.05823,2562,156.0666,-12.24774,0.05823,-12.24256,0.07646,-0.1,0.71829,0.0225,0.82075,0.83649,0.83649,-0.832,0.832,0,0.00475,-1,0.6,8
8,-12.24639,0.0035,0.06053,1760,105.64382,-12.247,0.06053,-12.24767,0.09025,-0.09971,0.74886,0.02169,0.83469,0.85114,0.85114,-0.84143,0.84143,0,0.00494,-1,0.6,8
9,-12.24812,0.00316,0.06035,2600,160.07615,-12.24767,0.06035,-12.24624,0.08352,-0.09343,0.73457,0.02269,0.82744,0.88947,0.88947,-0.84229,0.84229,0,0.00493,-1,0.6,8
0,-12.76572,0.00363,0.05666,2492,157.05317,-12.76261,0.05666,-12.76153,0.11988,-0.10457,0.73371,0.021,0.83075,0.8731,0.8731,-0.84343,0.84343,0,0.00444,-1,0.7,8
1,-12.75588,0.00363,0.0624,1085,66.80993,-12.75335,0.0624,-12.75709,0.07111,-0.1,0.76571,0.02038,0.85787,0.82711,0.82711,-0.862,0.862,0,0.00489,-1,0.7,8
2,-12.75464,0.00358,0.06258,1428,84.4767,-12.75815,0.06258,-12.75326,0.09293,-0.10057,0.784,0.01875,0.85625,0.8962,0.8962,-0.86314,0.86314,0,0.00491,-1,0.7,8
3,-12.75527,0.00317,0.05743,987,60.60975,-12.75747,0.05743,-12.75341,0.09781,-0.08829,0.74943,0.02031,0.83906,0.87235,0.87235,-0.85829,0.85829,0,0.0045,-1,0.7,8
4,-12.75407,0.00409,0.06025,938,56.59145,-12.75473,0.06025,-12.7472,0.13641,-0.09571,0.75914,0.02031,0.84631,0.85066,0.85066,-0.85429,0.85429,0,0.00472,-1,0.7,8
5,-12.75523,0.0031,0.06128,1462,88.76236,-12.75648,0.06128,-12.75651,0.08921,-0.10343,0.78171,0.01863,0.85762,0.85162,0.85162,-0.86571,0.86571,0,0.0048,-1,0.7,8
6,-12.75443,0.00244,0.05112,1314,80.83344,-12.75584,0.05112,-12.75022,0.07319,-0.10343,0.77371,0.01838,0.85737,0.84777,0.84777,-0.86971,0.86971,0,0.00401,-1,0.7,8
7,-12.75421,0.00327,0.06287,1293,79.24379,-12.74807,0.06287,-12.75114,0.07117,-0.10714,0.78771,0.01694,0.87719,0.83649,0.83649,-0.88114,0.88114,0,0.00493,-1,0.7,8
8,-12.76489,0.0041,0.06268,1878,119.56166,-12.76641,0.06268,-12.77198,0.10682,-0.1,0.764,0.02113,0.84887,0.85114,0.85114,-0.85543,0.85543,0,0.00491,-1,0.7,8
9,-12.75354,0.00338,0.06025,974,59.49888,-12.75133,0.06025,-12.75342,0.1028,-0.10771,0.77743,0.01956,0.86081,0.88947,0.88947,-0.86343,0.86343,0,0.00473,-1,0.7,8
0,-13.27427,0.00411,0.06627,1155,69.92903,-13.27533,0.06627,-13.27339,0.09694,-0.10371,0.78257,0.01919,0.86319,0.8731,0.8731,-0.86629,0.86629,0,0.00499,-1,0.8,8
1,-13.28084,0.00306,0.05929,2067,131.47811,-13.28156,0.05929,-13.28251,0.11646,-0.10971,0.81429,0.018,0.86825,0.82711,0.82711,-0.872,0.872,0,0.00446,-1,0.8,8
2,-13.27358,0.00376,0.06595,1664,99.7822,-13.27451,0.06595,-13.26833,0.12528,-0.1,0.78457,0.01863,0.85862,0.8962,0.8962,-0.86543,0.86543,0,0.00497,-1,0.8,8
3,-13.27451,0.00354,0.06575,995,59.83184,-13.27265,0.06575,-13.27806,0.15918,-0.10571,0.82057,0.019,0.866,0.87235,0.87235,-0.86686,0.86686,0,0.00495,-1,0.8,8
4,-13.27402,0.00411,0.06349,1035,62.03304,-13.27586,0.06349,-13.27695,0.11062,-0.10857,0.77086,0.0185,0.8665,0.85066,0.85066,-0.87343,0.87343,0,0.00478,-1,0.8,8
5,-13.27296,0.00323,0.0523,1294,78.33138,-13.2778,0.0523,-13.27296,0.08008,-0.09857,0.80543,0.01794,0.86669,0.85162,0.85162,-0.87257,0.87257,0,0.00394,-1,0.8,8
6,-13.27371,0.0038,0.0585,1172,70.98437,-13.2725,0.0585,-13.27436,0.09708,-0.10171,0.78457,0.02,0.867,0.84777,0.84777,-0.87114,0.87114,0,0.00441,-1,0.8,8
7,-13.27393,0.00359,0.06291,923,56.33492,-13.27377,0.06291,-13.27271,0.11707,-0.10429,0.794,0.01756,0.86981,0.83649,0.83649,-0.87486,0.87486,0,0.00474,-1,0.8,8
8,-13.28083,0.00406,0.05463,1643,104.49082,-13.27742,0.05463,-13.27041,0.14759,-0.11486,0.79657,0.01788,0.86137,0.85114,0.85114,-0.86229,0.86229,0,0.00411,-1,0.8,8
9,-13.27359,0.00365,0.06526,1057,63.50249,-13.27259,0.06526,-13.27618,0.10463,-0.10543,0.79686,0.01756,0.86481,0.88947,0.88947,-0.87429,0.87429,0,0.00492,-1,0.8,8
0,-13.8055,0.00447,0.0677,1967,121.44322,-13.80801,0.0677,-13.80033,0.15561,-0.10543,0.81743,0.01569,0.88344,0.8731,0.8731,-0.88829,0.88829,0,0.0049,-1,0.9,8
1,-13.8011,0.00353,0.06237,987,59.35751,-13.80249,0.06237,-13.80703,0.09473,-0.10943,0.80371,0.01781,0.87731,0.82711,0.82711,-0.88086,0.88086,0,0.00452,-1,0.9,8
2,-13.80043,0.00407,0.06354,1030,62.12918,-13.79763,0.06354,-13.79971,0.12729,-0.10343,0.81143,0.01563,0.87737,0.8962,0.8962,-0.88229,0.88229,0,0.0046,-1,0.9,8
3,-13.80076,0.00361,0.06793,1136,67.62014,-13.80406,0.06793,-13.80225,0.10701,-0.10429,0.80314,0.01544,0.88194,0.87235,0.87235,-0.89057,0.89057,0,0.00492,-1,0.9,8
4,-13.80085,0.00355,0.06273,1094,63.48392,-13.80349,0.06273,-13.79927,0.10962,-0.10371,0.81514,0.01706,0.88306,0.85066,0.85066,-0.88743,0.88743,0,0.00454,-1,0.9,8
5,-13.80037,0.00443,0.05615,841,49.76956,-13.80397,0.05615,-13.79982,0.12847,-0.10629,0.81943,0.01588,0.87587,0.85162,0.85162,-0.87857,0.87857,0,0.00407,-1,0.9,8
6,-13.80078,0.00355,0.06585,1150,68.09094,-13.79706,0.06585,-13.79711,0.08951,-0.10514,0.812,0.01538,0.88212,0.84777,0.84777,-0.88914,0.88914,0,0.00477,-1,0.9,8
7,-13.79988,0.00401,0.06558,1021,59.69337,-13.79782,0.06558,-13.80054,0.09296,-0.10371,0.78771,0.01631,0.87956,0.83649,0.83649,-0.88857,0.88857,0,0.00475,-1,0.9,8
8,-13.80607,0.00375,0.05274,1888,116.20747,-13.8074,0.05274,-13.80815,0.10594,-0.10657,0.80314,0.01856,0.87506,0.85114,0.85114,-0.87943,0.87943,0,0.00382,-1,0.9,8
9,-13.80185,0.00454,0.0653,788,46.76085,-13.80524,0.0653,-13.80244,0.13821,-0.098,0.82943,0.01656,0.87956,0.88947,0.88947,-0.886,0.886,0,0.00473,-1,0.9,8
0,-14.33831,0.00382,0.06846,1670,101.2224,-14.33998,0.06846,-14.34208,0.11289,-0.11743,0.838,0.01319,0.89244,0.8731,0.8731,-0.89886,0.89886,0,0.00477,-1,1,8
1,-14.33665,0.00339,0.07014,1167,68.65997,-14.33734,0.07014,-14.33204,0.12849,-0.12171,0.86514,0.01338,0.90062,0.82711,0.82711,-0.902,0.902,0,0.00489,-1,1,8
2,-14.33502,0.00574,0.06746,1126,64.67534,-14.33977,0.06746,-14.33952,0.12657,-0.11371,0.85314,0.01313,0.90262,0.8962,0.8962,-0.90886,0.90886,0,0.0047,-1,1,8
3,-14.33628,0.00447,0.07022,1175,67.95977,-14.3392,0.07022,-14.33803,0.10408,-0.11114,0.84943,0.01556,0.89181,0.87235,0.87235,-0.89029,0.89029,0,0.0049,-1,1,8
