num,energy_window,energy_std_window,variance,epoch,time,energy,energy_std,Energy-Mean,Energy-Std,Cz-Ferro,Cz-Antiferro,Mz2-Ferro,Mz2-Antiferro,Mx-Ferro,Mx-Antiferro,Nz-Ferro,Nz-Antiferro,net_overlap,std_mean,J,length
0,-13.54569,0.01246,0.02712,773.0,252.18826,-13.55637,0.02712,-13.54765,0.18218,-0.312,0.948,0.009,0.971,0.99674,0.99674,-0.96933,0.96933,0.0,0.002,-4.4,4
1,-13.54308,0.00698,0.06517,701.0,228.53297,-13.54871,0.06517,-13.54622,0.06028,-0.32133,0.976,0.006,0.981,0.99617,0.99617,-0.97933,0.97933,0.0,0.00481,-4.4,4
2,-13.54466,0.01194,0.00737,692.0,226.23683,-13.55666,0.00737,-13.57609,0.68865,-0.31533,0.95533,0.01025,0.97025,0.9978,0.9978,-0.96733,0.96733,0.0,0.00054,-4.4,4
3,-13.54768,0.00658,0.05201,684.0,223.37443,-13.55417,0.05201,-13.54708,0.0974,-0.31133,0.95533,0.00875,0.96975,0.99473,0.99473,-0.97067,0.97067,0.0,0.00384,-4.4,4
4,-13.54006,0.00865,0.04525,752.0,245.18061,-13.54724,0.04525,-13.534,0.20263,-0.322,0.96333,0.00725,0.97625,0.99524,0.99524,-0.97267,0.97267,0.0,0.00334,-4.4,4
5,-13.53439,0.01737,0.02738,651.0,212.01612,-13.55696,0.02738,-13.53141,0.39837,-0.30667,0.93733,0.011,0.962,0.99456,0.99456,-0.96067,0.96067,0.0,0.00202,-4.4,4
6,-13.54272,0.01112,0.06579,669.0,217.9037,-13.55556,0.06579,-13.53938,0.26635,-0.31933,0.95933,0.00625,0.97625,0.99362,0.99362,-0.97533,0.97533,0.0,0.00485,-4.4,4
7,-13.54592,0.00765,0.06403,738.0,240.10353,-13.55203,0.06403,-13.54713,0.21965,-0.31,0.95667,0.00975,0.96975,0.99671,0.99671,-0.968,0.968,0.0,0.00472,-4.4,4
8,-13.53881,0.01286,0.05066,672.0,218.84749,-13.55895,0.05066,-13.55372,0.21246,-0.31133,0.94467,0.01175,0.96275,0.99569,0.99569,-0.962,0.962,0.0,0.00374,-4.4,4
9,-13.54564,0.01687,0.06278,674.0,219.39286,-13.55143,0.06278,-13.5465,0.1197,-0.31333,0.96,0.008,0.974,0.99615,0.99615,-0.976,0.976,0.0,0.00463,-4.4,4
0,-13.25433,0.01245,0.02414,773.0,251.8582,-13.26468,0.02414,-13.26123,0.05892,-0.31133,0.946,0.00975,0.96975,0.99674,0.99674,-0.968,0.968,0.0,0.00182,-4.3,4
1,-13.25204,0.01081,0.04426,681.0,221.52724,-13.26279,0.04426,-13.25297,0.27116,-0.31467,0.95333,0.009,0.97,0.99617,0.99617,-0.96733,0.96733,0.0,0.00334,-4.3,4
2,-13.25428,0.01097,0.00601,692.0,225.77126,-13.26442,0.00601,-13.26147,0.07564,-0.31333,0.94933,0.01,0.968,0.9978,0.9978,-0.96667,0.96667,0.0,0.00045,-4.3,4
